year_month,manage_city,bus_type,station_id,station_no,station_name,pass_route_cnt
2023,수원시,일반,203000085,4059,산남중학교,3
2023,수원시,일반,203000239,4246,삼성전자소재연구단지,1
2023,수원시,일반,201000020,2156,공구유통타운.중앙자동차매매단지,25
2023,수원시,일반,203000069,4056,KT동수원지사,19
2023,수원시,일반,203000072,4108,원천레이크파크아파트,16
2023,수원시,일반,200000176,1160,용머리앞,1
2023,수원시,일반,200000173,1150,상광교마을회관,1
2023,수원시,일반,201000024,2070,수원여자대학교입구,24
2023,수원시,일반,201000029,2090,서수원버스터미널,8
2023,수원시,일반,203000257,4240,영통주공9단지,9
2023,수원시,일반,202000099,3180,화서동먹거리촌.꽃뫼노을풍림아파트,3
2023,수원시,일반,203000229,4227,경기대정문,4
2023,수원시,일반,203000300,4333,신풍초등학교.자연앤자이,1
2023,수원시,일반,203000154,4064,망포그대가프리미어.쌍용아파트,20
2023,수원시,일반,201000475,2962,센트럴어반시티,10
2023,수원시,일반,203000357,4341,호반베르디움,2
2023,수원시,일반,203000326,4304,광교카페거리.대림e편한세상,4
2023,수원시,일반,203000329,4311,매탄삼성1차아파트,8
2023,수원시,일반,203000342,4321,광교호반베르디움트라엘.광교해모로,2
2023,수원시,일반,203000452,4122,풍림아파트,3
2023,수원시,일반,201000468,2953,권선구청.경기종합노동복지회관,4
2023,수원시,일반,201000472,2960,수원남부버스공영차고지,5
2023,수원시,일반,202000066,3073,창룡문,2
2023,수원시,일반,202000076,3120,자유총연맹,10
2023,수원시,일반,202000072,3069,수원시청사거리,4
2023,수원시,일반,201000183,2019,당수동삼정아파트,3
2023,수원시,일반,202000214,3038,세무서.신용회복위원회,22
2023,수원시,일반,200000049,1147,조원1동,4
